variant,checkpoint_kind,precision,layer,op_type,calls,classifications,input_elems,input_sum,input_nonzero,mean_spikes_per_input,nonzero_ratio,dense_macs_total,dense_macs_charged,sop_total,ac_charged,core_energy_pj,mem_energy_pj,neuron_energy_pj,total_energy_pj
small,fp,fp,init_conv.0.conv,conv2d,1,"{""dense"": 1}",480000,191136.9375,480000,0.398201953125,1.0,138240000.0,138240000.0,0.0,0.0,138240000.0,0.0,0.0,138240000.0
small,fp,fp,init_conv.1.conv,conv2d,1,"{""dense"": 1}",5120000,3213427.0,1366726,0.6276224609375,0.266938671875,1474560000.0,1474560000.0,0.0,0.0,1474560000.0,0.0,0.0,1474560000.0
small,fp,fp,downsample_1.conv3x3.conv,conv2d,1,"{""dense"": 1}",5120000,1146438.625,5120000,0.2239137939453125,1.0,368640000.0,368640000.0,0.0,0.0,368640000.0,0.0,0.0,368640000.0
small,fp,fp,downsample_1.conv,conv2d,1,"{""dense"": 1}",5120000,1442479.0,1063221,0.2817341796875,0.2076603515625,1474560000.0,1474560000.0,0.0,0.0,1474560000.0,0.0,0.0,1474560000.0
small,fp,fp,DAB_Block_1.DAB_Module_1_0.conv1x1_in.conv,conv2d,1,"{""dense"": 1}",2560000,856167.0,728267,0.334440234375,0.284479296875,81920000.0,81920000.0,0.0,0.0,81920000.0,0.0,0.0,81920000.0
small,fp,fp,DAB_Block_1.DAB_Module_1_0.conv3x1.conv,conv2d,1,"{""dense"": 1}",1280000,618730.0,456056,0.4833828125,0.35629375,122880000.0,122880000.0,0.0,0.0,122880000.0,0.0,0.0,122880000.0
small,fp,fp,DAB_Block_1.DAB_Module_1_0.conv1x3.conv,conv2d,1,"{""dense"": 1}",1280000,403608.0,343964,0.31531875,0.268721875,122880000.0,122880000.0,0.0,0.0,122880000.0,0.0,0.0,122880000.0
small,fp,fp,DAB_Block_1.DAB_Module_1_0.dconv3x1.conv,conv2d,1,"{""dense"": 1}",1280000,455295.0,380095,0.35569921875,0.29694921875,3840000.0,3840000.0,0.0,0.0,3840000.0,0.0,0.0,3840000.0
small,fp,fp,DAB_Block_1.DAB_Module_1_0.dconv1x3.conv,conv2d,1,"{""dense"": 1}",1280000,133858.0,91811,0.1045765625,0.07172734375,3840000.0,3840000.0,0.0,0.0,3840000.0,0.0,0.0,3840000.0
small,fp,fp,DAB_Block_1.DAB_Module_1_0.ddconv3x1.conv,conv2d,1,"{""dense"": 1}",1280000,455295.0,380095,0.35569921875,0.29694921875,3840000.0,3840000.0,0.0,0.0,3840000.0,0.0,0.0,3840000.0
small,fp,fp,DAB_Block_1.DAB_Module_1_0.ddconv1x3.conv,conv2d,1,"{""dense"": 1}",1280000,95982.0,69455,0.0749859375,0.05426171875,3840000.0,3840000.0,0.0,0.0,3840000.0,0.0,0.0,3840000.0
small,fp,fp,DAB_Block_1.DAB_Module_1_0.conv1x1.conv,conv2d,1,"{""dense"": 1}",1280000,686166.0,408659,0.5360671875,0.31926484375,81920000.0,81920000.0,0.0,0.0,81920000.0,0.0,0.0,81920000.0
small,fp,fp,downsample_2.conv3x3.conv,conv2d,1,"{""dense"": 1}",2560000,1008557.1875,2560000,0.3939676513671875,1.0,368640000.0,368640000.0,0.0,0.0,368640000.0,0.0,0.0,368640000.0
small,fp,fp,downsample_2.conv,conv2d,1,"{""dense"": 1}",2560000,1362676.0,1061415,0.5322953125,0.414615234375,1474560000.0,1474560000.0,0.0,0.0,1474560000.0,0.0,0.0,1474560000.0
small,fp,fp,DAB_Block_2.DAB_Module_2_0.conv1x1_in.conv,conv2d,1,"{""dense"": 1}",640000,214578.0,146701,0.335278125,0.2292203125,20480000.0,20480000.0,0.0,0.0,20480000.0,0.0,0.0,20480000.0
small,fp,fp,DAB_Block_2.DAB_Module_2_0.conv3x1.conv,conv2d,1,"{""dense"": 1}",320000,122615.0,94320,0.383171875,0.29475,30720000.0,30720000.0,0.0,0.0,30720000.0,0.0,0.0,30720000.0
small,fp,fp,DAB_Block_2.DAB_Module_2_0.conv1x3.conv,conv2d,1,"{""dense"": 1}",320000,80250.0,76081,0.25078125,0.237753125,30720000.0,30720000.0,0.0,0.0,30720000.0,0.0,0.0,30720000.0
small,fp,fp,DAB_Block_2.DAB_Module_2_0.dconv3x1.conv,conv2d,1,"{""dense"": 1}",320000,30187.0,29380,0.094334375,0.0918125,960000.0,960000.0,0.0,0.0,960000.0,0.0,0.0,960000.0
small,fp,fp,DAB_Block_2.DAB_Module_2_0.dconv1x3.conv,conv2d,1,"{""dense"": 1}",320000,654.0,637,0.00204375,0.001990625,960000.0,960000.0,0.0,0.0,960000.0,0.0,0.0,960000.0
small,fp,fp,DAB_Block_2.DAB_Module_2_0.ddconv3x1.conv,conv2d,1,"{""dense"": 1}",320000,30187.0,29380,0.094334375,0.0918125,960000.0,960000.0,0.0,0.0,960000.0,0.0,0.0,960000.0
small,fp,fp,DAB_Block_2.DAB_Module_2_0.ddconv1x3.conv,conv2d,1,"{""dense"": 1}",320000,6770.0,6473,0.02115625,0.020228125,960000.0,960000.0,0.0,0.0,960000.0,0.0,0.0,960000.0
small,fp,fp,DAB_Block_2.DAB_Module_2_0.conv1x1.conv,conv2d,1,"{""dense"": 1}",320000,40162.0,36801,0.12550625,0.115003125,20480000.0,20480000.0,0.0,0.0,20480000.0,0.0,0.0,20480000.0
small,fp,fp,downsample_3.conv3x3.conv,conv2d,1,"{""dense"": 1}",640000,158413.125,640000,0.2475205078125,1.0,46080000.0,46080000.0,0.0,0.0,46080000.0,0.0,0.0,46080000.0
small,fp,fp,downsample_3.conv,conv2d,1,"{""dense"": 1}",640000,153898.0,125465,0.240465625,0.1960390625,368640000.0,368640000.0,0.0,0.0,368640000.0,0.0,0.0,368640000.0
small,fp,fp,DAB_Block_3.DAB_Module_3_0.conv1x1_in.conv,conv2d,1,"{""dense"": 1}",80000,24615.0,22778,0.3076875,0.284725,1280000.0,1280000.0,0.0,0.0,1280000.0,0.0,0.0,1280000.0
