rel_time_s             , wall_time_s       , power_w, temperature_c, gpu_util_pct, sm_clock_mhz, mem_clock_mhz, phase
 3.568920934572816     , 1783619957.371298 , 131.701,            36,           28,         2325,         12481, active
 3.5890062619000673    , 1783619957.3913982, 131.701,            36,           28,         2325,         12481, active
 3.609102228656411     , 1783619957.4114795, 131.701,            36,           28,         2325,         12481, active
 3.6291787810623646    , 1783619957.4315627, 131.701,            36,           28,         2325,         12481, active
 3.649263422936201     , 1783619957.451641 , 131.782,            36,           28,         2325,         12481, active
 3.669329859316349     , 1783619957.4717073, 131.782,            36,           28,         2325,         12481, active
 3.6893965676426888    , 1783619957.4917746, 131.782,            36,           28,         2325,         12481, active
 3.7094924952834845    , 1783619957.5118797, 131.782,            36,           28,         2325,         12481, active
 3.7295738756656647    , 1783619957.531952 , 131.312,            36,           28,         2325,         12481, active
 3.749665569514036     , 1783619957.552043 , 131.312,            36,           28,         2325,         12481, active
 3.7697319015860558    , 1783619957.5721245, 131.312,            36,           28,         2325,         12481, active
 3.7898419983685017    , 1783619957.5922327, 131.312,            36,           28,         2325,         12481, active
 3.8099388387054205    , 1783619957.6123285, 131.312,            36,           28,         2325,         12481, active
 3.830019099637866     , 1783619957.6324108, 131.773,            36,           27,         2325,         12481, active
 3.8509232718497515    , 1783619957.653301 , 131.773,            36,           27,         2325,         12481, active
 3.8710255548357964    , 1783619957.6734035, 131.773,            36,           27,         2325,         12481, active
 3.891110647469759     , 1783619957.6934922, 131.773,            36,           27,         2325,         12481, active
 3.911225199699402     , 1783619957.7136028, 131.773,            36,           27,         2325,         12481, active
 3.931305319070816     , 1783619957.733683 , 130.565,            36,           27,         2325,         12481, active
 3.951396245509386     , 1783619957.7537735, 130.565,            36,           27,         2325,         12481, active
 3.971489306539297     , 1783619957.7738664, 130.565,            36,           27,         2325,         12481, active
 3.9915567468851805    , 1783619957.7939343, 130.565,            36,           27,         2325,         12481, active
 4.011623676866293     , 1783619957.8140006, 130.565,            36,           27,         2325,         12481, active
 4.0317037627100945    , 1783619957.834082 , 131.537,            36,           28,         2325,         12481, active
 4.052338715642691     , 1783619957.854716 , 131.537,            36,           28,         2325,         12481, active
 4.072436310350895     , 1783619957.8748193, 131.537,            36,           28,         2325,         12481, active
 4.0925295650959015    , 1783619957.8949153, 131.537,            36,           28,         2325,         12481, active
 4.112610395997763     , 1783619957.9149876, 131.537,            36,           28,         2325,         12481, active
 4.132678300142288     , 1783619957.9350636, 130.223,            36,           28,         2325,         12481, active
 4.152760908007622     , 1783619957.9551518, 130.223,            36,           28,         2325,         12481, active
 4.172865783795714     , 1783619957.975243 , 130.223,            36,           28,         2325,         12481, active
 4.192989630624652     , 1783619957.995367 , 130.223,            36,           28,         2325,         12481, active
 4.2130579594522715    , 1783619958.0154362, 130.223,            36,           28,         2325,         12481, active
 4.233142778277397     , 1783619958.0355213, 131.996,            36,           27,         2325,         12481, active
 4.253243135288358     , 1783619958.055621 , 131.996,            36,           27,         2325,         12481, active
 4.27331150136888      , 1783619958.0756974, 131.996,            36,           27,         2325,         12481, active
 4.293415198102593     , 1783619958.0957923, 131.996,            36,           27,         2325,         12481, active
 4.313491847366095     , 1783619958.115869 , 131.996,            36,           27,         2325,         12481, active
 4.333578215911984     , 1783619958.135956 , 131.056,            36,           27,         2325,         12481, active
 4.353655148297548     , 1783619958.1560323, 131.056,            36,           27,         2325,         12481, active
 4.373736128211021     , 1783619958.1761136, 131.056,            36,           27,         2325,         12481, active
 4.3938214760273695    , 1783619958.1961992, 131.056,            36,           27,         2325,         12481, active
 4.413906779140234     , 1783619958.2163165, 131.056,            36,           27,         2325,         12481, active
 4.434021150693297     , 1783619958.2364137, 131.754,            36,           27,         2325,         12481, active
 4.454108726233244     , 1783619958.2564876, 131.754,            36,           27,         2325,         12481, active
 4.474198924377561     , 1783619958.2765925, 131.754,            36,           27,         2325,         12481, active
 4.494284862652421     , 1783619958.2966785, 131.754,            36,           27,         2325,         12481, active
 4.514400100335479     , 1783619958.3167777, 131.754,            36,           27,         2325,         12481, active
 4.534477651119232     , 1783619958.3368554, 131.339,            36,           27,         2325,         12481, active
 4.554553471505642     , 1783619958.3569434, 131.339,            36,           27,         2325,         12481, active
 4.574637020006776     , 1783619958.3770301, 131.339,            36,           27,         2325,         12481, active
 4.594721646979451     , 1783619958.3970988, 131.339,            36,           27,         2325,         12481, active
 4.614788211882114     , 1783619958.4171658, 131.339,            36,           27,         2325,         12481, active
 4.634877087548375     , 1783619958.437255 , 131.276,            36,           27,         2325,         12481, active
 4.654944567009807     , 1783619958.4573216, 131.276,            36,           27,         2325,         12481, active
 4.675046969205141     , 1783619958.4774244, 131.276,            36,           27,         2325,         12481, active
 4.695141326636076     , 1783619958.497524 , 131.276,            36,           27,         2325,         12481, active
 4.715222466737032     , 1783619958.5176013, 131.276,            36,           27,         2325,         12481, active
 4.735308228060603     , 1783619958.5376859, 132.797,            36,           27,         2325,         12481, active
 4.755397107452154     , 1783619958.5577745, 132.797,            36,           27,         2325,         12481, active
 4.775466728955507     , 1783619958.5778453, 132.797,            36,           27,         2325,         12481, active
 4.795551003888249     , 1783619958.597939 , 132.797,            36,           27,         2325,         12481, active
 4.815644176676869     , 1783619958.618022 , 132.797,            36,           27,         2325,         12481, active
 4.835736671462655     , 1783619958.638114 , 132.126,            36,           28,         2325,         12481, active
 4.855835223570466     , 1783619958.658213 , 132.126,            36,           28,         2325,         12481, active
 4.8759250827133656    , 1783619958.6783035, 132.126,            36,           28,         2325,         12481, active
 4.895993910729885     , 1783619958.6983721, 132.126,            36,           28,         2325,         12481, active
 4.916355082765222     , 1783619958.7187324, 132.126,            36,           28,         2325,         12481, active
 4.936433758586645     , 1783619958.738818 , 133.659,            36,           28,         2325,         12481, active
 4.956517847254872     , 1783619958.7589066, 133.659,            36,           28,         2325,         12481, active
 4.9765998516231775    , 1783619958.7789905, 133.659,            36,           28,         2325,         12481, active
 4.996692715212703     , 1783619958.7990701, 133.659,            36,           28,         2325,         12481, active
 5.016774194315076     , 1783619958.8191519, 133.659,            36,           28,         2325,         12481, active
 5.036867190152407     , 1783619958.839245 , 132.346,            36,           28,         2325,         12481, active
 5.056973483413458     , 1783619958.8593507, 132.346,            36,           28,         2325,         12481, active
 5.07704858109355      , 1783619958.879426 , 132.346,            36,           28,         2325,         12481, active
 5.097125634551048     , 1783619958.899508 , 132.346,            36,           28,         2325,         12481, active
 5.117208452895284     , 1783619958.919586 , 132.346,            36,           28,         2325,         12481, active
 5.137286979705095     , 1783619958.9396803, 133.016,            36,           28,         2325,         12481, active
 5.157375179231167     , 1783619958.9597526, 133.016,            36,           28,         2325,         12481, active
 5.177442479878664     , 1783619958.9798298, 133.016,            36,           28,         2325,         12481, active
 5.1975304037332535    , 1783619958.999909 , 133.016,            36,           28,         2325,         12481, active
 5.21844957023859      , 1783619959.020832 , 133.016,            36,           28,         2325,         12481, active
 5.238535027951002     , 1783619959.0409276, 133.401,            36,           28,         2325,         12481, active
 5.258619612082839     , 1783619959.0610116, 133.401,            36,           28,         2325,         12481, active
 5.278735283762217     , 1783619959.0811124, 133.401,            36,           28,         2325,         12481, active
 5.2987754959613085    , 1783619959.1011589, 133.401,            36,           28,         2325,         12481, active
 5.3188469763845205    , 1783619959.121225 , 133.401,            36,           28,         2325,         12481, active
 5.338935790583491     , 1783619959.141325 , 133.188,            36,           28,         2325,         12481, active
 5.359015487134457     , 1783619959.161407 , 133.188,            36,           28,         2325,         12481, active
 5.379102570936084     , 1783619959.1814878, 133.188,            36,           28,         2325,         12481, active
 5.399185728281736     , 1783619959.2015638, 133.188,            36,           28,         2325,         12481, active
 5.419710204005241     , 1783619959.2220876, 133.188,            36,           28,         2325,         12481, active
 5.439820660278201     , 1783619959.2422042, 132.834,            36,           28,         2325,         12481, active
 5.459908679127693     , 1783619959.2622857, 132.834,            36,           28,         2325,         12481, active
 5.480009410530329     , 1783619959.2823873, 132.834,            36,           28,         2325,         12481, active
 5.50010908767581      , 1783619959.302487 , 132.834,            36,           28,         2325,         12481, active
 5.520206039771438     , 1783619959.3225954, 132.834,            36,           28,         2325,         12481, active
 5.540309367701411     , 1783619959.3427002, 132.32 ,            36,           28,         2325,         12481, active
 5.560397546738386     , 1783619959.362775 , 132.32 ,            36,           28,         2325,         12481, active
 5.580491915345192     , 1783619959.3828692, 132.32 ,            36,           28,         2325,         12481, active
 5.600584441795945     , 1783619959.4029617, 132.32 ,            36,           28,         2325,         12481, active
 5.620671214535832     , 1783619959.4230487, 132.32 ,            36,           28,         2325,         12481, active
 5.64074057713151      , 1783619959.443119 , 131.847,            36,           28,         2325,         12481, active
 5.6608405113220215    , 1783619959.4632177, 131.847,            36,           28,         2325,         12481, active
 5.680922970175743     , 1783619959.4833002, 131.847,            36,           28,         2325,         12481, active
 5.701028805226088     , 1783619959.5034065, 131.847,            36,           28,         2325,         12481, active
 5.721096482127905     , 1783619959.5234814, 131.847,            36,           28,         2325,         12481, active
 5.74118728004396      , 1783619959.5435655, 132.024,            36,           28,         2325,         12481, active
