effective_batch,images_per_second,input_residency,loss,method,mode,peak_allocated_bytes,peak_reserved_bytes,phase_backward_seconds,phase_bptt_backward_seconds,phase_host_to_device_seconds,phase_loss_seconds,phase_optimizer_step_seconds,phase_snn_forward_seconds,phase_student_forward_seconds,phase_teacher_forward_seconds,physical_batch,round,seconds_per_image,steady_allocated_bytes,time_steps,trial,wall_seconds
64,109.73036027420615,cpu,0.4285660982131958,qad,capacity,25776707584,31618760704,0.19686707305908202,,0.0037019519805908205,0.002645024061203003,0.00316483211517334,,0.23884114837646486,0.13046835327148437,32,4,0.009113248124776874,43987456,1,19,0.5832478799857199
64,10.856729082750478,cpu,1.7854863405227661,squat,capacity,15120453120,20791164928,,3.5097157897949214,0.004599808007478713,0.0016229440271854402,0.0033209919929504395,2.328163940429687,,,4,4,0.09210877349687507,32998912,8,0,5.894961503800005
64,10.903182733490041,cpu,1.7632750272750854,squat,capacity,15120453120,20791164928,,3.507629333496093,0.004558079987764358,0.001628608033061028,0.002826591968536377,2.313865188598633,,,4,4,0.09171633865480544,32998912,8,1,5.869845673907548
64,10.901409877685495,cpu,1.5841504335403442,squat,capacity,15120453120,20791164928,,3.503377990722656,0.004526720017194748,0.0016275200247764592,0.0032302401065826417,2.3143106079101563,,,4,4,0.09173125414235983,32998912,8,2,5.870800265111029
64,10.950638087684222,cpu,1.5317034721374512,squat,capacity,15120453120,20791164928,,3.48676742553711,0.004420544028282166,0.001633280031383038,0.0027795839309692383,2.3105879058837893,,,4,4,0.09131887950206874,32998912,8,3,5.844408288132399
64,10.302937271572377,cpu,1.5089173316955566,squat,capacity,15120453120,20791164928,,3.630080474853515,0.004485632061958313,0.0016256320178508756,0.002846368074417114,2.5325078887939454,,,4,4,0.09705969993228791,32998912,8,4,6.211820795666426
64,10.946268696441473,cpu,1.4511394500732422,squat,capacity,15120453120,20791164928,,3.5147899017333977,0.0042199999690055836,0.0016291200295090677,0.0028455359935760497,2.291059860229492,,,4,4,0.0913553310019779,32998912,8,5,5.846741184126586
64,10.986988558046605,cpu,1.3784939050674438,squat,capacity,15120453120,20791164928,,3.493192596435547,0.0042304319739341735,0.0016296000331640246,0.0027663359642028807,2.29048469543457,,,4,4,0.0910167508336599,32998912,8,6,5.8250720533542335
64,10.933786172094553,cpu,1.3623816967010498,squat,capacity,15120453120,20791164928,,3.502217727661133,0.0043948799967765805,0.0016279680281877519,0.0028808960914611815,2.306498764038086,,,4,4,0.09145962654292816,32998912,8,7,5.853416098747402
64,10.96207376360629,cpu,1.293971061706543,squat,capacity,15120453120,20791164928,,3.5008014984130855,0.004321759968996048,0.0016285440325737002,0.0027794559001922607,2.295553726196289,,,4,4,0.0912236153089907,32998912,8,8,5.838311379775405
